Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars
902379838,2015-01-07,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S BASSWOOD,39.1513963,-86.57068043,"39.1513963,-86.57068043",1
902379839,2015-01-07,Weekend,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & COVENANTER,39.155152,-86.497888,"39.155152,-86.497888",5
902379847,2015-01-07,Weekend,1400,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,9TH & LINCOLN,39.170544,-86.530992,"39.170544,-86.530992",40
902379946,2015-01-07,Weekend,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BRUMMETTS & SR45E,39.22039032,-86.41105651,"39.22039032,-86.41105651",0
902380006,2015-01-01,Weekend,1100,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,ENDWRIGHT & W GIFFORD,39.15128969,-86.59638682,"39.15128969,-86.59638682",1
902380012,2015-01-01,Weekend,1100,2-Car,No injury/unknown,WRONG WAY ON ONE WAY,EAST THIRD & SR46N,39.09088158,-86.51473999,"39.09088158,-86.51473999",0
902380402,2015-01-06,Weekday,800,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,W GORDON,39.121648,-86.539088,"39.121648,-86.539088",0
902380469,2015-01-01,Weekday,2200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.222752,-86.550096,"39.222752,-86.550096",0
902380736,2015-01-02,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,CURRY & SR48,39.16463885,-86.58291871,"39.16463885,-86.58291871",5
902380779,2015-01-02,Weekday,1100,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,7TH & DUNN,39.16851014,-86.52823259,"39.16851014,-86.52823259",42
902381149,2015-01-02,Weekday,1600,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,E 9TH & N WALNUT,39.170544,-86.533536,"39.170544,-86.533536",39
902381171,2015-01-02,Weekday,700,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S PARKRIDGE,39.16421995,-86.4763002,"39.16421995,-86.4763002",1
902381172,2015-01-01,Weekend,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DINSMORE & SR45W,39.11489515,-86.63129155,"39.11489515,-86.63129155",0
902381214,2015-01-02,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.15250667,-86.497904,"39.15250667,-86.497904",5
902381232,2015-01-03,Weekday,0,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S MILL STONE & S SARE,39.12377022,-86.50865033,"39.12377022,-86.50865033",0
902381273,2015-01-02,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E MOODY & S HENDERSON,39.148064,-86.526912,"39.148064,-86.526912",4
902381278,2015-01-03,Weekday,400,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37S,39.02058357,-86.53618193,"39.02058357,-86.53618193",0
902381395,2015-01-02,Weekday,1300,1-Car,Incapacitating,OVERCORRECTING/OVERSTEERING,10TH & JEFFERSON,39.17164801,-86.50673515,"39.17164801,-86.50673515",5
902381403,2015-01-03,Weekday,800,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,WALCOTT & WOODYARD,39.20263934,-86.60293007,"39.20263934,-86.60293007",0
902381465,2015-01-04,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ANNA LEE,39.16023619,-86.55678324,"39.16023619,-86.55678324",4
902381558,2015-01-03,Weekday,700,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,MATTHEWS & MCNEELY,39.23821002,-86.62392027,"39.23821002,-86.62392027",1
902381670,2015-01-03,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KIRKWOOD & LINCOLN,39.16664,-86.530992,"39.16664,-86.530992",43
902381916,2015-01-03,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,E 4TH & S WALNUT,39.165648,-86.5336,"39.165648,-86.5336",42
902381965,2015-01-03,Weekday,1900,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,ROGERS & STANDS,39.13599975,-86.50409131,"39.13599975,-86.50409131",0
902382234,2015-01-04,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S ROGERS & W ALLEN,39.155776,-86.538592,"39.155776,-86.538592",40
902382237,2015-01-02,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,INDUSTRIAL & W STATE ROAD 45,39.14387261,-86.57995526,"39.14387261,-86.57995526",1
902382247,2015-01-04,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN & SR37S,39.09283916,-86.54563315,"39.09283916,-86.54563315",0
902382258,2015-01-04,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HIGHLAND & HUNTER,39.16224,-86.5176,"39.16224,-86.5176",29
902382276,2015-01-04,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,N ROSE,39.1662177,-86.51097988,"39.1662177,-86.51097988",9
902382277,2015-01-04,Weekday,700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN & SR37S,39.092976,-86.545648,"39.092976,-86.545648",0
902382278,2015-01-03,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ROGERS,39.13586997,-86.49740259,"39.13586997,-86.49740259",0
902382318,2015-01-04,Weekday,1200,1-Car,No injury/unknown,IMPROPER TURNING,E 10TH,39.17157747,-86.51808392,"39.17157747,-86.51808392",32
902382345,2015-01-05,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,PATTERSON & SOUTH ROGERS,39.14321865,-86.53875008,"39.14321865,-86.53875008",4
902382427,2015-01-03,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,W WALCOTT & W WOODYARD,39.201488,-86.601968,"39.201488,-86.601968",0
902382457,2015-01-04,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR46 & W ARLINGTON,39.20764272,-86.57990586,"39.20764272,-86.57990586",0
902382482,2015-01-04,Weekday,1500,3+ Cars,Non-incapacitating,BRAKE FAILURE OR DEFECTIVE,CORY & THIRD,39.164544,-86.560096,"39.164544,-86.560096",4
902382492,2015-01-04,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FEE & THIRTEENTH,39.17511699,-86.51902368,"39.17511699,-86.51902368",36
902382494,2015-01-06,Weekend,1900,1-Car,No injury/unknown,UNSAFE BACKING,EAST LINGELBACH,39.17783417,-86.50846123,"39.17783417,-86.50846123",2
902382516,2015-01-04,Weekday,1600,3+ Cars,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL,39.160944,-86.497696,"39.160944,-86.497696",6
902382525,2015-01-04,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,39.17471408,-86.51501534,"39.17471408,-86.51501534",12
902382528,2015-01-04,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2ND & PATTERSON,39.16074984,-86.54850997,"39.16074984,-86.54850997",33
902382542,2015-01-04,Weekday,1500,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ROGERS & W 1ST,39.159504,-86.538592,"39.159504,-86.538592",41
902382598,2015-01-04,Weekday,1700,2-Car,Fatal,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR 45,39.125312,-86.610496,"39.125312,-86.610496",0
902382698,2015-01-04,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GRIMES & WALNUT,39.15344,-86.5336,"39.15344,-86.5336",24
902383017,2015-01-03,Weekday,1300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S ADAMS,39.164544,-86.552192,"39.164544,-86.552192",19
902383018,2015-01-05,Weekday,1200,3+ Cars,Incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,FAIRFAX & OLD STATE ROAD 37,39.10725988,-86.53149001,"39.10725988,-86.53149001",0
902383086,2015-01-05,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,N KINSER,39.20304,-86.547392,"39.20304,-86.547392",1
902383096,2015-01-05,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & ROGERS,39.17197385,-86.53867028,"39.17197385,-86.53867028",40
902383109,2015-01-02,Weekday,2300,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,EAST 17TH,39.17906597,-86.52582384,"39.17906597,-86.52582384",34
902383212,2015-01-05,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S WOODCREST,39.164272,-86.502416,"39.164272,-86.502416",6
902383313,2015-01-05,Weekday,1000,2-Car,Non-incapacitating,ACCELERATOR FAILURE OR DEFECTIVE,N WALNUT & SR46W,39.186368,-86.5344,"39.186368,-86.5344",3
902383331,2015-01-04,Weekday,500,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,DUNN & OLD STATE ROAD 37,39.208048,-86.528704,"39.208048,-86.528704",0
902383384,2015-01-05,Weekday,1000,2-Car,Non-incapacitating,UNSAFE BACKING,N WALNUT & SR46W,39.18636592,-86.53404709,"39.18636592,-86.53404709",3
902383558,2015-01-06,Weekday,1100,2-Car,No injury/unknown,LEFT OF CENTER,E 10TH & N WOODBRIDGE,39.17154975,-86.49086996,"39.17154975,-86.49086996",5
902383569,2015-01-06,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GATES,39.16825801,-86.5763399,"39.16825801,-86.5763399",5
902383587,2015-01-06,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,MILLER & WALNUT,39.14828415,-86.5329291,"39.14828415,-86.5329291",4
902383630,2015-01-06,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,39.13584,-86.496288,"39.13584,-86.496288",0
902383796,2015-01-06,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & COLLEGE MALL,39.16424,-86.4984,"39.16424,-86.4984",6
902383802,2015-01-06,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,S CURRY & W 3RD,39.16093865,-86.58292002,"39.16093865,-86.58292002",4
902383804,2015-01-06,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & CORY,39.164544,-86.560096,"39.164544,-86.560096",4
902383805,2015-01-06,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,JACOB & SUSAN,39.17026028,-86.57266996,"39.17026028,-86.57266996",5
902383811,2015-01-06,Weekday,1600,3+ Cars,Incapacitating,DISREGARD SIGNAL/REG SIGN,EAST 17TH & SR46,39.17979888,-86.50723113,"39.17979888,-86.50723113",1
902383835,2015-01-06,Weekday,1700,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,E 3RD & N SMITH,39.16424,-86.480688,"39.16424,-86.480688",5
902383838,2015-01-06,Weekday,1500,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,E EASTGATE & SR46S,39.17007363,-86.50130881,"39.17007363,-86.50130881",5
902383851,2015-01-06,Weekend,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E HILLSIDE & GRANT,39.15031738,-86.53008584,"39.15031738,-86.53008584",4
902383936,2015-01-07,Weekend,400,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W GOURLEY,39.185232,-86.54060206,"39.185232,-86.54060206",3
902383939,2015-01-03,Weekday,500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROBINSON,39.25177383,-86.47724151,"39.25177383,-86.47724151",0
902384048,2015-01-07,Weekend,1300,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,EASTGATE & SR46E,39.17024,-86.501392,"39.17024,-86.501392",5
902384068,2015-01-07,Weekend,1300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,S PATTERSON & W 2ND,39.16074984,-86.54850997,"39.16074984,-86.54850997",33
902387336,2015-01-02,Weekday,1300,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CLARIZZ & COVENANTER,39.15246986,-86.49053723,"39.15246986,-86.49053723",6
902387451,2015-02-04,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 7TH,39.168752,-86.5436,"39.168752,-86.5436",42
902387452,2015-02-04,Weekday,1800,1-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17157747,-86.51808392,"39.17157747,-86.51808392",32
902387456,2015-02-04,Weekday,1400,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 14TH & NORTH WASHINGTON,39.175968,-86.532288,"39.175968,-86.532288",40
902387457,2015-02-04,Weekday,1700,2-Car,Incapacitating,LEFT OF CENTER,N OLD STATE RD 37 & NORTH DUNN,39.208048,-86.528704,"39.208048,-86.528704",0
902387473,2015-02-04,Weekday,2000,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,NORTH FEE,39.17800784,-86.51889301,"39.17800784,-86.51889301",36
902387477,2015-02-04,Weekday,2000,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,INDIANA & SIXTH,39.16751336,-86.5269452,"39.16751336,-86.5269452",42
902387479,2015-02-04,Weekday,1800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,17TH & COLLEGE,39.17923465,-86.53471898,"39.17923465,-86.53471898",34
902387498,2015-02-04,Weekday,1900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S COLLEGE,39.16387853,-86.53482318,"39.16387853,-86.53482318",42
902387500,2015-02-04,Weekday,2100,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,ATWATER & JORDAN,39.16304983,-86.51638984,"39.16304983,-86.51638984",20
902387583,2015-02-04,Weekday,2300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH & BARRINGTON,39.17166978,-86.48929014,"39.17166978,-86.48929014",5
902387615,2015-02-04,Weekday,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,STONE MILL & WHISNAND,39.22464,-86.539392,"39.22464,-86.539392",0
902387785,2015-02-05,Weekday,700,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,LANDMARK & W 3RD,39.16442983,-86.55630983,"39.16442983,-86.55630983",5
902387889,2015-02-05,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SPARKS & SR37,39.31408333,-85.48831667,"39.31408333,-85.48831667",0
902388053,2015-02-05,Weekday,1100,2-Car,No injury/unknown,IMPROPER TURNING,3RD & SOUTH COLLEGE,39.16464,-86.534816,"39.16464,-86.534816",42
902388149,2015-02-05,Weekday,1200,2-Car,No injury/unknown,IMPROPER PASSING,3RD & S LINCOLN,39.16464,-86.531024,"39.16464,-86.531024",43
902388259,2015-02-04,Weekday,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST ROGERS & SOUTH SMITH,39.13584,-86.480496,"39.13584,-86.480496",0
902388393,2015-02-04,Weekday,1900,2-Car,No injury/unknown,LEFT OF CENTER,N CROSSOVER & SR37N,39.29414449,-86.51947021,"39.29414449,-86.51947021",0
902388394,2015-02-04,Weekday,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37N & W BURMA,39.31173574,-86.51283861,"39.31173574,-86.51283861",0
902388588,2015-02-04,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.14213562,-86.52915191,"39.14213562,-86.52915191",2
902388611,2015-02-05,Weekday,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,COLLEGE & DODDS,39.157568,-86.534896,"39.157568,-86.534896",40
902388614,2015-02-05,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S WALNUT,39.16464,-86.5336,"39.16464,-86.5336",42
902388643,2015-02-05,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & WALNUT,39.16464,-86.5336,"39.16464,-86.5336",42
902388675,2015-02-05,Weekday,2300,2-Car,Incapacitating,IMPROPER TURNING,E VARSITY,39.183605,-86.530387,"39.183605,-86.530387",4
902388683,2015-02-05,Weekday,2300,3+ Cars,Incapacitating,LEFT OF CENTER,EAST 20TH & NORTH LINCOLN,39.181744,-86.530192,"39.181744,-86.530192",11
902388688,2015-02-05,Weekday,2300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S INDIANA,39.164448,-86.5268,"39.164448,-86.5268",43
902388691,2015-02-05,Weekday,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N WAYPORT & SR37N,39.26274948,-86.52262902,"39.26274948,-86.52262902",0
902388692,2015-02-05,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N WAYPORT & SR37N,39.26220126,-86.52261598,"39.26220126,-86.52261598",0
902388903,2015-02-05,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CROSSOVER & SR37N,39.03417863,-86.51947021,"39.03417863,-86.51947021",2
902388984,2015-02-05,Weekday,700,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,SIMPSON CHAPEL & SR37N,39.28310542,-86.52179929,"39.28310542,-86.52179929",0
902389015,2015-02-06,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,GILMORE & REEVES,39.23164485,-86.67094287,"39.23164485,-86.67094287",0
902389057,2015-02-06,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE & W 6TH,39.167648,-86.534784,"39.167648,-86.534784",41
902389058,2015-02-06,Weekday,1100,2-Car,No injury/unknown,,BURKS,39.152352,-86.5064,"39.152352,-86.5064",6
902389163,2015-02-06,Weekday,100,2-Car,No injury/unknown,,E 14,39.17602502,-86.53047479,"39.17602502,-86.53047479",40
902389175,2015-02-05,Weekday,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ATWATER & HENDERSON,39.163344,-86.5272,"39.163344,-86.5272",43
902389302,2015-02-06,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,ATWATER & PARK,39.1631179,-86.52403492,"39.1631179,-86.52403492",43
902389338,2015-02-06,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,EAST 17TH,39.17906329,-86.5209221,"39.17906329,-86.5209221",33
902389386,2015-02-06,Weekday,1700,1-Car,No injury/unknown,UNSAFE BACKING,S FAIRFAX,39.03407288,-86.4906311,"39.03407288,-86.4906311",1
902389388,2015-02-06,Weekday,1600,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,FULLERTON & SR37S,39.18558944,-86.57353973,"39.18558944,-86.57353973",2
902389401,2015-02-06,Weekday,1700,2-Car,No injury/unknown,LEFT OF CENTER,BOLTINGHOUSE & EARL YOUNG,39.23031025,-86.4732658,"39.23031025,-86.4732658",0
902389546,2015-02-05,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832,"39.179248,-86.5832",4
902389547,2015-02-05,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,W SIERRA,39.15266671,-86.58359594,"39.15266671,-86.58359594",2
902389566,2015-02-07,Weekend,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MCARTNEY & SARE,39.15540218,-86.49749971,"39.15540218,-86.49749971",5
902389572,2015-02-07,Weekend,900,2-Car,No injury/unknown,IMPROPER TURNING,HIGHLAND & THIRD,39.16426229,-86.51775641,"39.16426229,-86.51775641",30
902389886,2015-02-05,Weekday,2100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BOTTOM & SR37,39.3824478,-86.55792236,"39.3824478,-86.55792236",0
902389991,2015-02-07,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & GRANT,39.169552,-86.529696,"39.169552,-86.529696",42
902390035,2015-02-07,Weekend,1700,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,2ND & PATTERSON,39.16074984,-86.54850997,"39.16074984,-86.54850997",33
902390036,2015-02-07,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,WALNUT & WINSLOW,39.136144,-86.528688,"39.136144,-86.528688",1
902390062,2015-02-07,Weekend,200,2-Car,No injury/unknown,UNSAFE BACKING,N FAIRVIEW & W 12TH,39.174192,-86.541072,"39.174192,-86.541072",39
902390104,2015-02-01,Weekend,400,3+ Cars,No injury/unknown,,2ND & DUNN,39.16144,-86.528288,"39.16144,-86.528288",43
902390112,2015-02-07,Weekend,200,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,E 14TH,39.17619886,-86.52693714,"39.17619886,-86.52693714",40
902390238,2015-02-07,Weekend,2100,3+ Cars,Incapacitating,LEFT OF CENTER,SR46W & STINESVILLE,39.26696063,-86.66582979,"39.26696063,-86.66582979",0
902390343,2015-02-05,Weekday,900,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,ELLIS & SR37,39.14066572,-86.53289794,"39.14066572,-86.53289794",2
902390352,2015-02-01,Weekend,1800,2-Car,Non-incapacitating,IMPROPER TURNING,COLLEGE MALL & MOORES,39.15058524,-86.4979936,"39.15058524,-86.4979936",4
902390384,2015-02-01,Weekday,2000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N WALNUT & SR46E,39.186368,-86.5344,"39.186368,-86.5344",3
902390388,2015-02-06,Weekend,2000,2-Car,No injury/unknown,UNSAFE SPEED,ACUFF & SR37,39.20840935,-86.55361584,"39.20840935,-86.55361584",0
902390407,2015-02-07,Weekend,2300,2-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,EMPIRE MILL & SOUTH OLD STATE ROAD 37,39.08624,-86.542,"39.08624,-86.542",0
902390408,2015-02-07,Weekend,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LEONARD SPRINGS & SR45W,39.14190066,-86.5828886,"39.14190066,-86.5828886",1
902390409,2015-02-01,Weekend,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S SNOODY,39.1216774,-86.48906707,"39.1216774,-86.48906707",0
902390585,2015-02-02,Weekday,700,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,310 E ATWATER (GARAGE) & ATWATER,39.164448,-86.528096,"39.164448,-86.528096",43
902390675,2015-02-02,Weekday,700,2-Car,No injury/unknown,,N WILLIS 9,39.18094254,-86.54261016,"39.18094254,-86.54261016",15
902390970,2015-02-02,Weekday,1200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,N DUNN & N OLD ST RD 37,39.20801975,-86.52873726,"39.20801975,-86.52873726",0
902390972,2015-02-02,Weekday,1100,2-Car,No injury/unknown,,N RANGE,39.17975117,-86.49529366,"39.17975117,-86.49529366",1
902391115,2015-02-02,Weekday,1600,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,S WESTPLEX & W 3RD,39.16440971,-86.55390333,"39.16440971,-86.55390333",10
902391183,2015-02-02,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & WALDRON,39.169616,-86.5436,"39.169616,-86.5436",42
902391235,2015-02-04,Weekday,2000,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S FIELDSTONE & W COBBLE STONE,39.16040987,-86.60478003,"39.16040987,-86.60478003",0
902391244,2015-02-02,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E RHORER & S SARE,39.12144005,-86.51157997,"39.12144005,-86.51157997",0
902391704,2015-02-03,Weekday,1000,1-Car,No injury/unknown,INSECURE/LEAKY LOAD,FLUCK MILL & VICTOR,39.07377988,-86.57107003,"39.07377988,-86.57107003",0
902391715,2015-02-03,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT & WALNUT STREET,39.107344,-86.5264,"39.107344,-86.5264",0
902391716,2015-02-03,Weekday,1500,Bus,Incapacitating,DRIVER ILLNESS,BURKS,39.15584,-86.506496,"39.15584,-86.506496",6
902391729,2015-02-03,Weekday,1500,Pedestrian,Incapacitating,IMPROPER TURNING,DUNN & KIRKWOOD,39.16664,-86.528192,"39.16664,-86.528192",43
902391778,2015-02-03,Weekday,2000,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,HILLSIDE & WALNUT,39.150544,-86.5336,"39.150544,-86.5336",4
902391872,2015-02-04,Weekday,0,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,N LITTLE WOLF MOUNTAIN & N WOLF MOUNTAIN,39.30224,-86.663808,"39.30224,-86.663808",0
902391928,2015-02-04,Weekday,600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37S & VERNAL,39.20835355,-86.56252288,"39.20835355,-86.56252288",0
902392021,2015-02-03,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,EAST KIRKWOOD,39.16677127,-86.54552653,"39.16677127,-86.54552653",40
902392239,2015-02-01,Weekday,1900,3+ Cars,Incapacitating,LEFT OF CENTER,SEWELL & SR46,39.15171874,-86.38255516,"39.15171874,-86.38255516",0
902392272,2015-02-04,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E GRIMES & S WALNUT,39.15344,-86.5336,"39.15344,-86.5336",24
902392483,2015-02-04,Weekday,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & S BALLANTINE,39.16424,-86.518992,"39.16424,-86.518992",36
902392542,2015-02-04,Weekday,1700,2-Car,No injury/unknown,UNSAFE SPEED,SR37 & VERNAL,39.17543601,-86.56396724,"39.17543601,-86.56396724",3
902392635,2015-02-02,Weekday,800,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,3RD,39.164848,-86.57602133,"39.164848,-86.57602133",5
902392703,2015-02-06,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,115 N GLENWOOD AVE W & LONGVIEW,39.167248,-86.484192,"39.167248,-86.484192",6
902392713,2015-02-05,Weekday,800,1-Car,No injury/unknown,UNSAFE BACKING,2602 S SOUTHERN PINES & SOUTHERN RIDGE,39.13934716,-86.54755656,"39.13934716,-86.54755656",0
902392737,2015-02-05,Weekday,900,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S OLD SR 37 & SR37,39.04018419,-86.54416009,"39.04018419,-86.54416009",0
902392820,2015-02-05,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N MONROE & SR4546W,39.186944,-86.5468,"39.186944,-86.5468",3
902392852,2015-02-05,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,KIRKWOOD & WALNUT,39.16664,-86.5336,"39.16664,-86.5336",42
902393012,2015-02-05,Weekday,1400,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376",5
