Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location
902439207,2015-05-02,Weekday,800,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,S LEONARD SPRINGS & SR45W,39.14190066,-86.5828886,"39.14190066,-86.5828886"
902396086,2015-02-03,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W 3RD,39.16424,-86.48434743,"39.16424,-86.48434743"
902525211,2015-09-02,Weekday,2300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH ROGERS & WEST GRAHAM,39.13992,-86.538416,"39.13992,-86.538416"
902447989,2015-05-03,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,COMMON & WESTMINSTER,39.13298026,-86.52176029,"39.13298026,-86.52176029"
902530804,2015-09-04,Weekday,2100,2-Car,No injury/unknown,IMPROPER LANE USAGE,COTTAGE GROVE & INDIANA,39.17264,-86.52880426,"39.17264,-86.52880426"
902444315,2015-05-03,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37S & VICTOR,39.105552,-86.551104,"39.105552,-86.551104"
902435041,2015-04-07,Weekend,2200,2-Car,No injury/unknown,UNSAFE BACKING,N ROSE,39.16704632,-86.51084236,"39.16704632,-86.51084236"
902489120,2015-07-01,Weekend,1600,1-Car,No injury/unknown,,S WALNUT,39.15556865,-86.5336,"39.15556865,-86.5336"
902397021,2015-02-04,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,ODELL,39.1264008,-86.52882926,"39.1264008,-86.52882926"
902532210,2015-10-06,Weekend,2200,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,6TH & LINCOLN,39.16768,-86.530992,"39.16768,-86.530992"
902567469,2015-11-06,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & SWAIN,39.16425012,-86.51525996,"39.16425012,-86.51525996"
902527847,2015-09-06,Weekday,1600,2-Car,No injury/unknown,IMPROPER LANE USAGE,E SAMPLE & SR37N,39.26753244,-86.5228128,"39.26753244,-86.5228128"
902490583,2015-07-04,Weekday,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & YANCY,39.16454774,-86.56949951,"39.16454774,-86.56949951"
902382276,2015-01-04,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,N ROSE,39.1662177,-86.51097988,"39.1662177,-86.51097988"
902437344,2015-04-05,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & UNION,39.164352,-86.5088,"39.164352,-86.5088"
902434796,2015-04-07,Weekend,500,1-Car,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR45W,39.125312,-86.610496,"39.125312,-86.610496"
902544456,2015-10-02,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,N CURRY & W VERNAL,39.2003166,-86.58308029,"39.2003166,-86.58308029"
902539962,2015-10-05,Weekday,2300,1-Car,Non-incapacitating,UNSAFE SPEED,E KIRKWOOD & S DUNN,39.16664,-86.528192,"39.16664,-86.528192"
902534491,2015-10-04,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,12TH & INDIANA,39.174368,-86.527088,"39.174368,-86.527088"
902424548,2015-04-02,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ATWATER & HIGH,39.16308001,-86.50846995,"39.16308001,-86.50846995"
902431658,2015-04-02,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ATWATER & JORDAN,39.16305243,-86.51638885,"39.16305243,-86.51638885"
902393904,2015-02-06,Weekday,300,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E 2ND & S WASHINGTON,39.16144,-86.5324,"39.16144,-86.5324"
902393012,2015-02-05,Weekday,1400,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376"
902522931,2015-09-05,Weekday,1700,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,10TH & SUNRISE,39.17157993,-86.51247985,"39.17157993,-86.51247985"
902549319,2015-10-06,Weekday,1000,2-Car,No injury/unknown,,N GATES,39.16987228,-86.57498168,"39.16987228,-86.57498168"
902555031,2015-11-05,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PATTERSON & W 2ND,39.16074984,-86.54850997,"39.16074984,-86.54850997"
902439183,2015-05-02,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46W & UNION VALLEY,39.21477514,-86.59228631,"39.21477514,-86.59228631"
902562452,2015-11-06,Weekend,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE & SR46W,39.18699904,-86.54785641,"39.18699904,-86.54785641"
902542351,2015-10-01,Weekend,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ACUFF & SR37N,39.20686675,-86.55469409,"39.20686675,-86.55469409"
902545451,2015-10-07,Weekend,800,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,KINSER & SR4546W,39.186544,-86.537888,"39.186544,-86.537888"
902382234,2015-01-04,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S ROGERS & W ALLEN,39.155776,-86.538592,"39.155776,-86.538592"
902443487,2015-05-02,Weekday,1600,2-Car,No injury/unknown,,S WALNUT,39.137264,-86.529808,"39.137264,-86.529808"
902365100,2015-01-01,Weekend,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH WALNUT & SOUTH WALNUT STREET,39.107344,-86.5264,"39.107344,-86.5264"
902578297,2015-12-01,Weekend,1300,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,W 6TH,39.16765061,-86.53498253,"39.16765061,-86.53498253"
902546240,2015-10-02,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E HILLSIDE & OLIVE,39.150656,-86.5188,"39.150656,-86.5188"
902500857,2015-08-07,Weekend,1500,2-Car,No injury/unknown,IMPROPER TURNING,14TH & NORTH WALNUT,39.175952,-86.53344,"39.175952,-86.53344"
902523253,2015-09-03,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BREEDEN & TOM PHILLIPS,39.07208387,-86.67344892,"39.07208387,-86.67344892"
902443644,2015-05-02,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & SR46,39.17163351,-86.50139055,"39.17163351,-86.50139055"
902524460,2015-09-01,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CAVE & SR48W,39.16387512,-86.6342742,"39.16387512,-86.6342742"
902393118,2015-02-05,Weekday,2000,Pedestrian,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E THIRD,39.0803299,-86.51473999,"39.0803299,-86.51473999"
902522575,2015-09-05,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD,39.164848,-86.5761011,"39.164848,-86.5761011"
902390104,2015-02-01,Weekend,400,3+ Cars,No injury/unknown,,2ND & DUNN,39.16144,-86.528288,"39.16144,-86.528288"
902550302,2015-11-01,Weekend,100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,39.17168,-86.527024,"39.17168,-86.527024"
902428462,2015-04-01,Weekend,1300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04670943,-86.53586743,"39.04670943,-86.53586743"
902487329,2015-07-05,Weekday,1000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WALNUT,39.13493114,-86.52778394,"39.13493114,-86.52778394"
902472004,2015-06-01,Weekend,1000,1-Car,Non-incapacitating,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,SR446S & WALDRIP CREEK,39.06971087,-86.41607391,"39.06971087,-86.41607391"
902424036,2015-04-01,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 9TH & N INDIANA,39.170544,-86.526992,"39.170544,-86.526992"
902438205,2015-05-06,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S WOODSCREST,39.16290283,-86.50295257,"39.16290283,-86.50295257"
902596861,2015-12-03,Weekday,1700,Moped/Motorcycle,No injury/unknown,IMPROPER PASSING,SOUTH GORE & SOUTH OLD SR 37,39.032544,-86.541696,"39.032544,-86.541696"
902411646,2015-03-03,Weekday,800,2-Car,No injury/unknown,UNSAFE SPEED,DILLMAN & SR37,39.09023917,-86.54535097,"39.09023917,-86.54535097"
902566222,2015-11-04,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LOIS & ROGERS,39.12984,-86.538496,"39.12984,-86.538496"
902413842,2015-03-01,Weekend,1800,2-Car,No injury/unknown,IMPROPER LANE USAGE,11TH & BLAIR,39.173344,-86.543792,"39.173344,-86.543792"
902558538,2015-11-02,Weekday,1900,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376"
902563194,2015-11-01,Weekend,100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N COLLEGE,39.17091135,-86.534768,"39.17091135,-86.534768"
902521609,2015-09-03,Weekday,1700,3+ Cars,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,RANGE & SR46N,39.171504,-86.495312,"39.171504,-86.495312"
902420009,2015-03-06,Weekday,800,2-Car,No injury/unknown,IMPROPER LANE USAGE,UNION,39.166848,-86.509296,"39.166848,-86.509296"
902616058,2015-12-04,Weekday,2100,2-Car,No injury/unknown,UNSAFE BACKING,RAUBS,39.22990074,-86.635728,"39.22990074,-86.635728"
902414629,2015-03-03,Weekday,500,2-Car,No injury/unknown,,E 12TH & N WALNUT,39.174352,-86.533472,"39.174352,-86.533472"
902378796,2015-01-05,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,S WALNUT & SMITH,39.162848,-86.5336,"39.162848,-86.5336"
902366662,2015-01-01,Weekday,2100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH CLARIZZ,39.15263367,-86.49272919,"39.15263367,-86.49272919"
902475560,2015-07-01,Weekend,1700,2-Car,No injury/unknown,UNSAFE BACKING,E LAW,39.17297448,-86.51331469,"39.17297448,-86.51331469"
902411980,2015-03-04,Weekday,1400,2-Car,No injury/unknown,IMPROPER LANE USAGE,N COLLEGE & W 7TH,39.16697343,-86.5348602,"39.16697343,-86.5348602"
902516059,2015-09-01,Weekend,1300,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,DUNN & E KIRKWOOD,39.16664,-86.528192,"39.16664,-86.528192"
902420478,2015-03-07,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17638171,-86.47901486,"39.17638171,-86.47901486"
902394690,2015-02-01,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SO WESTPLEX & W 3RD,39.16440971,-86.55389986,"39.16440971,-86.55389986"
902397036,2015-02-04,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E ATWATER & S ARBUTUS,39.16838714,-86.51218011,"39.16838714,-86.51218011"
902591889,2015-12-05,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S OLD STATE ROAD 37,39.10851331,-86.53132114,"39.10851331,-86.53132114"
902383630,2015-01-06,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,39.13584,-86.496288,"39.13584,-86.496288"
902561940,2015-11-06,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E KIRKWOOD & S WASHINGTON,39.16664,-86.5324,"39.16664,-86.5324"
902507294,2015-08-05,Weekday,1400,Bus,No injury/unknown,UNSAFE BACKING,E 10TH,39.17161826,-86.5006487,"39.17161826,-86.5006487"
902539217,2015-10-05,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,KINSER & SR37N,39.22007951,-86.55078479,"39.22007951,-86.55078479"
902543550,2015-10-03,Weekday,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,17TH & INDIANA,39.179024,-86.5272,"39.179024,-86.5272"
902389175,2015-02-05,Weekday,2000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ATWATER & HENDERSON,39.163344,-86.5272,"39.163344,-86.5272"
902522284,2015-09-04,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16426743,-86.50104686,"39.16426743,-86.50104686"
902504879,2015-08-07,Weekend,1800,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT,39.170544,-86.533536,"39.170544,-86.533536"
902371285,2015-01-01,Weekend,1000,2-Car,No injury/unknown,IMPROPER LANE USAGE,7TH & WALNUT,39.16864,-86.533568,"39.16864,-86.533568"
902418014,2015-03-02,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,W 17TH,39.17896,-86.53472,"39.17896,-86.53472"
902454085,2015-05-07,Weekend,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,W HEATHERWOOD,39.126592,-86.59038848,"39.126592,-86.59038848"
902404474,2015-02-07,Weekend,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ALLEN & PATTERSON,39.15563017,-86.54330983,"39.15563017,-86.54330983"
902472315,2015-06-03,Weekday,600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,KIRKWOOD & ROGERS,39.166672,-86.538608,"39.166672,-86.538608"
902526315,2015-09-04,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,EAST 10TH,39.17156383,-86.51814334,"39.17156383,-86.51814334"
902413233,2015-03-06,Weekend,2300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT,39.16464,-86.5336,"39.16464,-86.5336"
902557002,2015-11-01,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37 & VICTOR,39.10538206,-86.55095458,"39.10538206,-86.55095458"
902472417,2015-06-03,Weekday,1000,1-Car,No injury/unknown,UNSAFE BACKING,THIRTEENTH & WOODLAWN,39.17518886,-86.5235621,"39.17518886,-86.5235621"
902591529,2015-12-05,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E WINSLOW,39.136144,-86.52418483,"39.136144,-86.52418483"
902506021,2015-08-02,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FEE & NORTH JORDAN,39.18384,-86.5192,"39.18384,-86.5192"
902521164,2015-09-03,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,E CREEKS EDGE,39.12821665,-86.50074921,"39.12821665,-86.50074921"
902514225,2015-09-05,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DANIELS WAY & STATE ROAD 48,39.15422548,-86.59909978,"39.15422548,-86.59909978"
902388683,2015-02-05,Weekday,2300,3+ Cars,Incapacitating,LEFT OF CENTER,EAST 20TH & NORTH LINCOLN,39.181744,-86.530192,"39.181744,-86.530192"
902379768,2015-01-06,Weekend,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BRIGHTON & WAMPLER,39.33448,-86.614368,"39.33448,-86.614368"
902442213,2015-05-06,Weekday,1500,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N WALNUT,39.186368,-86.5344,"39.186368,-86.5344"
902395428,2015-02-02,Weekday,1200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37N & WAYPORT,39.26167132,-86.52280192,"39.26167132,-86.52280192"
902393300,2015-02-06,Weekday,800,1-Car,No injury/unknown,VIEW OBSTRUCTED,6TH & ELM,39.167712,-86.5452,"39.167712,-86.5452"
902519763,2015-09-07,Weekend,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,AIRPORT & BUNGER,39.136848,-86.606,"39.136848,-86.606"
902521110,2015-09-03,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH LINCOLN,39.17081214,-86.53109505,"39.17081214,-86.53109505"
902455256,2015-06-02,Weekday,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,45 46 & SR37N,39.17571044,-86.52841186,"39.17571044,-86.52841186"
902441738,2015-05-06,Weekday,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HILLSIDE & WALNUT,39.150544,-86.5336,"39.150544,-86.5336"
902460765,2015-06-05,Weekday,1200,2-Car,No injury/unknown,IMPROPER PASSING,E KIRKWOOD & S DUNN,39.16664,-86.528192,"39.16664,-86.528192"
902444813,2015-05-03,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CURRY & W PROFILE,39.17196013,-86.58297105,"39.17196013,-86.58297105"
902515090,2015-09-06,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,17TH & N JORDAN,39.178848,-86.511088,"39.178848,-86.511088"
902490428,2015-07-02,Weekday,2000,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,N THOMAS & W VERNAL,39.18904,-86.630096,"39.18904,-86.630096"
902364664,2015-01-06,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BURKS & WALNUT,39.12666969,-86.53136998,"39.12666969,-86.53136998"
902546933,2015-10-03,Weekday,1100,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,BASSWOOD & BLOOMFIELD,39.14977205,-86.56891458,"39.14977205,-86.56891458"
902464445,2015-06-02,Weekday,2200,Moped/Motorcycle,Incapacitating,UNSAFE SPEED,E MONROE DAM & S VALLEY MISSION,39.009344,-86.510096,"39.009344,-86.510096"
902491555,2015-07-05,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,MELVILLE & ROCK CREEK,39.17512626,-86.50022014,"39.17512626,-86.50022014"
902463499,2015-05-05,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,TOWER & W ISON,39.104944,-86.61032,"39.104944,-86.61032"
902393958,2015-02-06,Weekend,2200,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE,39.16115717,-86.53485253,"39.16115717,-86.53485253"
902575189,2015-12-03,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45W & W INDUSTRIAL,39.143552,-86.580528,"39.143552,-86.580528"
902547655,2015-10-04,Weekday,700,2-Car,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,PATTERSON & ROGERS,39.15379018,-86.53875008,"39.15379018,-86.53875008"
902413734,2015-03-07,Weekend,1100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,LIBERTY,39.145264,-86.577616,"39.145264,-86.577616"
902429470,2015-04-04,Weekday,1500,2-Car,No injury/unknown,IMPROPER LANE USAGE,EAST 17TH,39.17906597,-86.52582384,"39.17906597,-86.52582384"
902515922,2015-09-01,Weekday,2100,Bus,No injury/unknown,LEFT OF CENTER,E UNIVERSITY & JORDAN,39.13900321,-86.51638984,"39.13900321,-86.51638984"
902389547,2015-02-05,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,W SIERRA,39.15266671,-86.58359594,"39.15266671,-86.58359594"
902544361,2015-10-06,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MT CARMEL & STINESVILLE,39.29611928,-86.65930657,"39.29611928,-86.65930657"
902462110,2015-06-06,Weekend,1900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DOYLE & S CURRY,39.158352,-86.582752,"39.158352,-86.582752"
902523451,2015-09-06,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,THIRD,39.164752,-86.573104,"39.164752,-86.573104"
902438669,2015-05-07,Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,WEST 3RD,39.16513824,-86.5824356,"39.16513824,-86.5824356"
902388149,2015-02-05,Weekday,1200,2-Car,No injury/unknown,IMPROPER PASSING,3RD & S LINCOLN,39.16464,-86.531024,"39.16464,-86.531024"
902459502,2015-06-03,Weekday,800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & SR46N,39.17189797,-86.5022422,"39.17189797,-86.5022422"
902527842,2015-09-06,Weekend,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & JORDAN,39.17156345,-86.51678644,"39.17156345,-86.51678644"
902513974,2015-09-04,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & JORDAN,39.16424,-86.5164,"39.16424,-86.5164"
902541198,2015-10-01,Weekend,1200,2-Car,No injury/unknown,IMPROPER TURNING,15TH & NORTH WALNUT,39.176848,-86.533424,"39.176848,-86.533424"
902487135,2015-07-02,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & W MAY,39.093344,-86.5868,"39.093344,-86.5868"
902434489,2015-04-07,Weekend,0,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & WOODLAWN,39.171632,-86.523536,"39.171632,-86.523536"
902493910,2015-08-02,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,S COLLEGE & W 4TH,39.16558988,-86.53488971,"39.16558988,-86.53488971"
902587037,2015-12-01,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 5TH & S JEFFERSON,39.166848,-86.506992,"39.166848,-86.506992"
902521647,2015-09-03,Weekday,1900,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,COLLEGE & E 3RD,39.16464,-86.534816,"39.16464,-86.534816"
902449804,2015-05-06,Weekday,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & WALKER,39.16142978,-86.54614023,"39.16142978,-86.54614023"
902408599,2015-03-05,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & JORDAN,39.171552,-86.515728,"39.171552,-86.515728"
902379946,2015-01-07,Weekend,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BRUMMETTS & SR45E,39.22039032,-86.41105651,"39.22039032,-86.41105651"
902507348,2015-08-05,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,VERMILYA & WALNUT,39.148928,-86.53312,"39.148928,-86.53312"
902379517,2015-01-06,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W 2ND,39.16153611,-86.53976784,"39.16153611,-86.53976784"
902425572,2015-04-03,Weekday,1300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,PINE GROVE & SR446,39.11605361,-86.42871846,"39.11605361,-86.42871846"
902527014,2015-09-03,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,W FLATWOODS,39.25258733,-86.677083,"39.25258733,-86.677083"
902487616,2015-07-05,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY & DOYLE,39.158352,-86.582752,"39.158352,-86.582752"
902383838,2015-01-06,Weekday,1500,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,E EASTGATE & SR46S,39.17007363,-86.50130881,"39.17007363,-86.50130881"
902421968,2015-03-03,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S OLD STATE ROAD 37 & SR37S,39.085632,-86.542304,"39.085632,-86.542304"
902421321,2015-03-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & SR46W,39.232064,-86.622176,"39.232064,-86.622176"
902468175,2015-06-03,Weekday,700,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N MORTON,39.16786971,-86.536,"39.16786971,-86.536"
902568510,2015-11-07,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S CURRY & SR45W,39.142048,-86.582592,"39.142048,-86.582592"
902390972,2015-02-02,Weekday,1100,2-Car,No injury/unknown,,N RANGE,39.17975117,-86.49529366,"39.17975117,-86.49529366"
902527147,2015-09-05,Weekday,1900,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,EAST 10TH & NORTH WALNUT,39.171744,-86.53352,"39.171744,-86.53352"
902455887,2015-06-03,Weekday,2200,Moped/Motorcycle,Fatal,RAN OFF ROAD RIGHT,SR37S & STATE ROAD 45,39.25213398,-86.57504272,"39.25213398,-86.57504272"
902496278,2015-08-06,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,W BLOOMFIELD,39.15998862,-86.55307876,"39.15998862,-86.55307876"
902518355,2015-08-02,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E RHORER & S WALNUT STREET,39.12144,-86.526496,"39.12144,-86.526496"
902388588,2015-02-04,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.14213562,-86.52915191,"39.14213562,-86.52915191"
902398607,2015-02-06,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH COPPER BEACH,39.15565833,-86.57005816,"39.15565833,-86.57005816"
902385987,2015-02-03,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KIMBLE & W 3RD,39.16464,-86.568,"39.16464,-86.568"
902465642,2015-06-06,Weekday,0,2-Car,Incapacitating,WRONG WAY ON ONE WAY,17TH & SR46E,39.18226243,-86.51045827,"39.18226243,-86.51045827"
902388259,2015-02-04,Weekday,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST ROGERS & SOUTH SMITH,39.13584,-86.480496,"39.13584,-86.480496"
902393906,2015-02-05,Weekday,1500,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37N & VERNAL,39.17617467,-86.56292242,"39.17617467,-86.56292242"
902404624,2015-02-04,Weekday,1400,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S LEONARD SPRINGS,39.133808,-86.58258358,"39.133808,-86.58258358"
902434274,2015-04-06,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,NORTH KINSER & WEST GOURLEY,39.185392,-86.537856,"39.185392,-86.537856"
902551213,2015-11-01,Weekend,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH PATTERSON & WEST 3RD,39.16344009,-86.55128002,"39.16344009,-86.55128002"
902439802,2015-05-03,Weekday,900,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR37S & SR45W,39.187344,-86.5552,"39.187344,-86.5552"
902556321,2015-11-07,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & SR45,39.186772,-86.54317373,"39.186772,-86.54317373"
902514043,2015-08-03,Weekday,900,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,ADAMS,39.164544,-86.552192,"39.164544,-86.552192"
902540575,2015-10-03,Weekday,2100,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD,39.164752,-86.573104,"39.164752,-86.573104"
902406633,2015-03-03,Weekday,800,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,JORDAN & READ N,39.16719055,-86.51600953,"39.16719055,-86.51600953"
902518209,2015-09-05,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W KIRKWOOD,39.16664112,-86.53486029,"39.16664112,-86.53486029"
